Brand,Model,Year,VehicleAge,UsedOrNew,Transmission,DriveType,FuelType,EngineSizeL,Cylinders,FuelConsumption_L100km,Kilometres,ExteriorColour,InteriorColour,State,BodyType,Doors,Seats,Price,PricePerYearAge
Mazda,3,2014,9,USED,Automatic,Front,Unleaded,2.0,4.0,5.8,130242.0,Brown,Black,NSW,Hatchback,5.0,5.0,16388.0,1820.888888888889
Hyundai,Venue,2021,2,USED,Automatic,Front,Unleaded,1.6,4.0,7.2,35024.0,White,Grey,NSW,SUV,4.0,5.0,26990.0,13495.0
BMW,X1,2015,8,USED,Automatic,AWD,Diesel,2.0,4.0,5.1,44145.0,White,,NSW,SUV,4.0,5.0,32000.0,4000.0
BMW,330I,2021,2,USED,Automatic,Rear,Premium,2.0,4.0,6.4,29567.0,Black,,NSW,Sedan,4.0,5.0,67988.0,33994.0
Mazda,6,2007,16,USED,Automatic,Front,Premium,2.3,4.0,8.9,223898.0,Black,,NSW,Hatchback,5.0,5.0,7600.0,475.0
Hyundai,Veloster,2013,10,USED,Automatic,Front,Unleaded,1.6,4.0,6.4,155244.0,White,,NSW,Hatchback,3.0,4.0,17990.0,1799.0
Toyota,Camry,2017,6,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,149988.0,Grey,,NSW,Sedan,4.0,5.0,19950.0,3325.0
Mitsubishi,Lancer,2011,12,USED,Automatic,Front,Unleaded,2.0,4.0,7.3,205373.0,Red,,NSW,Hatchback,5.0,5.0,9990.0,832.5
BMW,M4,2020,3,USED,Automatic,Rear,Premium,3.0,6.0,8.8,2858.0,White,Black,NSW,Coupe,2.0,4.0,129988.0,43329.333333333336
Suzuki,Swift,2011,12,USED,Automatic,Front,Unleaded,1.4,4.0,6.2,201011.0,Grey,Black,NSW,Hatchback,5.0,5.0,7999.0,666.5833333333334
Ford,Transit,2008,15,USED,Manual,Rear,Diesel,2.4,4.0,9.5,305593.0,White,,NSW,Commercial,2.0,3.0,9995.0,666.3333333333334
Toyota,Estima,2009,14,USED,Automatic,Other,Unleaded,,,,165589.0,Black,Beige,NSW,Commercial,,,19900.0,1421.4285714285713
Peugeot,308,2017,6,USED,Automatic,Front,Premium,1.2,3.0,5.1,57217.0,Silver,Black,NSW,Hatchback,5.0,5.0,16990.0,2831.6666666666665
Holden,Trax,2017,6,USED,Automatic,Front,Unleaded,1.4,4.0,6.9,83147.0,Blue,,NSW,SUV,4.0,5.0,17888.0,2981.3333333333335
Mitsubishi,Triton,2015,8,USED,Automatic,4WD,Diesel,2.5,4.0,9.3,204000.0,White,,NSW,Ute / Tray,4.0,5.0,18995.0,2374.375
Subaru,Forester,2013,10,USED,Manual,AWD,Unleaded,2.0,4.0,7.2,122077.0,Red,,NSW,SUV,4.0,5.0,16857.0,1685.7
Mazda,CX-3,2015,8,USED,Automatic,Front,Unleaded,2.0,4.0,6.1,60581.0,Blue,Black,NSW,SUV,4.0,5.0,22990.0,2873.75
Nissan,Navara,2010,13,USED,Manual,4WD,Diesel,2.5,4.0,9.8,259488.0,White,,NSW,Ute / Tray,2.0,2.0,13950.0,1073.076923076923
Holden,Captiva,2017,6,USED,Automatic,Front,Unleaded,2.4,4.0,9.0,186954.0,Grey,,NSW,SUV,4.0,7.0,12990.0,2165.0
Kia,Cerato,2017,6,USED,Automatic,Front,Unleaded,2.0,4.0,7.1,21350.0,Red,,NSW,Hatchback,5.0,5.0,22990.0,3831.6666666666665
Audi,RS3,2016,7,USED,Automatic,AWD,Premium,2.5,5.0,8.1,47926.0,White,Black,NSW,Hatchback,5.0,5.0,59990.0,8570.0
Mitsubishi,Triton,2014,9,USED,Manual,Rear,Diesel,2.5,4.0,8.0,88861.0,White,,NSW,Ute / Tray,2.0,2.0,21880.0,2431.1111111111113
Jeep,Grand,2007,16,USED,Automatic,4WD,Diesel,3.0,6.0,16.0,199000.0,,,NSW,SUV,4.0,5.0,10990.0,686.875
Mercedes-Benz,C200,2018,5,USED,Automatic,Rear,Hybrid,2.0,4.0,6.5,72540.0,Blue,Black,NSW,Sedan,4.0,4.0,39990.0,7998.0
Toyota,Corolla,2020,3,USED,Automatic,Front,Hybrid,1.8,4.0,4.2,87043.0,Blue,,NSW,Hatchback,5.0,5.0,39990.0,13330.0
Ford,Ranger,2012,11,USED,Manual,4WD,Diesel,3.2,5.0,9.4,254121.0,White,Grey,NSW,Ute / Tray,4.0,5.0,21990.0,1999.090909090909
Honda,Civic,2008,15,USED,Manual,Front,Premium,2.0,4.0,9.3,165450.0,Silver,,NSW,Hatchback,3.0,4.0,18990.0,1266.0
Honda,CR-V,2022,1,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,15087.0,White,,NSW,SUV,4.0,5.0,39990.0,39990.0
Nissan,Navara,2013,10,USED,Automatic,4WD,Diesel,2.5,4.0,10.5,159056.0,White,,NSW,Ute / Tray,4.0,5.0,21990.0,2199.0
Hyundai,Tucson,2017,6,USED,Automatic,AWD,Diesel,2.0,4.0,6.8,97295.0,White,,NSW,SUV,4.0,5.0,31990.0,5331.666666666667
Mazda,CX-5,2015,8,USED,Automatic,AWD,Unleaded,2.5,4.0,7.4,83095.0,Red,,NSW,SUV,4.0,5.0,26990.0,3373.75
Toyota,HiAce,2015,8,USED,Automatic,Rear,Unleaded,,,,167379.0,White,Black,NSW,Commercial,,,32900.0,4112.5
Isuzu,D-MAX,2017,6,USED,Automatic,4WD,Diesel,3.0,4.0,7.7,192988.0,White,,NSW,Ute / Tray,4.0,5.0,28999.0,4833.166666666667
Mercedes-Benz,A200,2014,9,USED,Automatic,Front,Diesel,1.8,4.0,4.6,105663.0,Blue,,NSW,Hatchback,5.0,5.0,22500.0,2500.0
Toyota,HiAce,2007,16,USED,Manual,Rear,Unleaded,2.7,4.0,11.6,222603.0,White,Grey,NSW,Commercial,4.0,3.0,17990.0,1124.375
Ford,Puma,2020,3,USED,Automatic,Front,Premium,1.0,3.0,5.3,22300.0,Blue,,NSW,SUV,5.0,5.0,27800.0,9266.666666666666
Mazda,2,2022,1,USED,Automatic,Front,Unleaded,1.5,4.0,5.2,11824.0,Grey,,NSW,Hatchback,5.0,5.0,29990.0,29990.0
Toyota,Corolla,2007,16,USED,Automatic,Front,Unleaded,1.8,4.0,7.7,250318.0,Silver,,NSW,Hatchback,5.0,5.0,10990.0,686.875
Jeep,Grand,2016,7,USED,Automatic,4WD,Premium,3.6,6.0,10.4,39967.0,White,Black,NSW,SUV,4.0,5.0,34800.0,4971.428571428572
Hyundai,Tucson,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,38341.0,Blue,Grey,NSW,SUV,4.0,5.0,28984.0,9661.333333333334
Toyota,Camry,2020,3,USED,Automatic,Front,Unleaded,2.5,4.0,8.3,7528.0,Silver,Black,NSW,Sedan,4.0,5.0,32990.0,10996.666666666666
Honda,City,2018,5,USED,Automatic,Front,Unleaded,1.5,4.0,5.8,94385.0,Silver,Black,NSW,Sedan,4.0,5.0,19999.0,3999.8
Toyota,C-HR,2018,5,USED,Automatic,AWD,Premium,1.2,4.0,5.6,110047.0,Red,,NSW,SUV,4.0,5.0,29990.0,5998.0
Kia,Sorento,2012,11,USED,Automatic,AWD,Diesel,2.2,4.0,7.4,164189.0,Silver,Black,NSW,SUV,4.0,7.0,16990.0,1544.5454545454545
Holden,Cruze,2013,10,USED,Automatic,Front,Unleaded,1.8,4.0,7.4,106722.0,White,,NSW,Hatchback,5.0,5.0,10800.0,1080.0
Isuzu,MU-X,2018,5,USED,Automatic,Front,Diesel,3.0,4.0,8.1,72650.0,White,Grey,NSW,SUV,4.0,7.0,39880.0,7976.0
Kia,Cerato,2015,8,USED,Automatic,Front,Unleaded,1.8,4.0,7.1,123624.0,Silver,,NSW,Sedan,4.0,5.0,14995.0,1874.375
Lexus,IS350,2014,9,USED,Automatic,Rear,Premium,3.5,6.0,9.7,155620.0,Silver,Black,NSW,Sedan,4.0,5.0,27990.0,3110.0
Mazda,2,2018,5,USED,Automatic,Front,Unleaded,1.5,4.0,4.9,53426.0,White,Black Cloth,NSW,Hatchback,5.0,5.0,22990.0,4598.0
Toyota,Corolla,2009,14,USED,Automatic,Front,Unleaded,1.8,4.0,7.7,114727.0,Silver,,NSW,Hatchback,5.0,5.0,14995.0,1071.0714285714287
Toyota,Kluger,2016,7,USED,Automatic,AWD,Unleaded,3.5,6.0,10.6,98983.0,Grey,Black,NSW,SUV,4.0,7.0,39280.0,5611.428571428572
Volkswagen,Golf,2007,16,USED,Automatic,Front,Premium,2.0,4.0,8.1,160523.0,Silver,Grey,NSW,Hatchback,3.0,5.0,10990.0,686.875
Holden,Commodore,2015,8,USED,Automatic,Rear,Premium,6.0,8.0,11.8,96000.0,White,Black Leather,NSW,Sedan,4.0,5.0,47990.0,5998.75
Nissan,X-Trail,2016,7,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,39397.0,Red,,NSW,SUV,4.0,5.0,23950.0,3421.4285714285716
Hyundai,I30,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,54368.0,White,,NSW,Hatchback,4.0,5.0,26990.0,8996.666666666666
Holden,Cruze,2014,9,USED,Automatic,Front,Unleaded,1.8,4.0,7.4,220683.0,Silver,,NSW,Hatchback,5.0,5.0,7990.0,887.7777777777778
Mini,Cooper,2016,7,USED,Manual,Other,,,,,79008.0,Black,Leather,NSW,Hatchback,,,28999.0,4142.714285714285
Toyota,Camry,2013,10,USED,Automatic,Front,Unleaded,2.5,4.0,7.8,89140.0,Grey,Black,NSW,Sedan,4.0,5.0,17900.0,1790.0
Toyota,Corolla,2013,10,USED,Automatic,Front,Unleaded,1.8,4.0,6.6,149974.0,Red,Black,NSW,Hatchback,5.0,5.0,16990.0,1699.0
Hyundai,I30,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,44879.0,White,,NSW,Hatchback,4.0,5.0,26990.0,6747.5
Mazda,BT-50,2016,7,USED,Automatic,4WD,Diesel,3.2,5.0,9.2,110909.0,White,,NSW,Ute / Tray,4.0,5.0,34913.0,4987.571428571428
Toyota,Corolla,2013,10,USED,Automatic,Front,Unleaded,1.8,4.0,6.6,109519.0,White,Black,NSW,Hatchback,5.0,5.0,19990.0,1999.0
Kia,Stinger,2020,3,USED,Automatic,Rear,Unleaded,3.3,6.0,10.2,19372.0,Grey,Red,NSW,Sedan,4.0,5.0,55888.0,18629.333333333332
Toyota,RAV4,2015,8,USED,Automatic,AWD,Unleaded,2.5,4.0,8.5,155198.0,Silver,,NSW,SUV,4.0,5.0,24950.0,3118.75
Honda,Jazz,2012,11,USED,Automatic,Front,Unleaded,1.3,4.0,6.6,111323.0,Green,,NSW,Hatchback,5.0,5.0,12800.0,1163.6363636363637
BMW,430I,2017,6,USED,Automatic,Rear,Premium,2.0,4.0,5.8,79882.0,Grey,Beige,NSW,Hatchback,5.0,5.0,41280.0,6880.0
Volkswagen,Golf,2008,15,USED,Manual,Front,Premium,2.0,4.0,8.1,155839.0,Silver,,NSW,Hatchback,5.0,5.0,13990.0,932.6666666666666
Subaru,Outback,2018,5,USED,Automatic,AWD,Unleaded,2.5,4.0,7.3,66805.0,Grey,,NSW,SUV,4.0,5.0,33898.0,6779.6
Ford,Territory,2011,12,USED,Automatic,Rear,Diesel,2.7,6.0,8.2,227646.0,Silver,,NSW,SUV,4.0,5.0,8913.0,742.75
Kia,RIO,2013,10,USED,Automatic,Front,Unleaded,1.4,4.0,6.3,88465.0,Silver,,NSW,Hatchback,5.0,5.0,14888.0,1488.8
Holden,Commodore,2013,10,USED,Automatic,Rear,Unleaded,3.6,6.0,9.5,237426.0,Blue,,NSW,Sedan,4.0,5.0,15995.0,1599.5
Toyota,Landcruiser,1999,24,USED,Manual,4WD,Diesel,4.2,6.0,,41750.0,Red,Grey,NSW,Ute / Tray,2.0,3.0,48999.0,2041.625
Toyota,Hilux,2013,10,USED,Manual,Rear,Diesel,3.0,4.0,8.1,345194.0,White,Grey,NSW,Ute / Tray,4.0,5.0,12990.0,1299.0
Toyota,Corolla,2017,6,USED,Automatic,Front,Unleaded,1.8,4.0,6.1,130970.0,Red,Black,NSW,Hatchback,5.0,5.0,23990.0,3998.3333333333335
Honda,Civic,2016,7,USED,Automatic,Front,Unleaded,1.5,4.0,6.0,35612.0,Silver,Black,NSW,Sedan,4.0,5.0,24888.0,3555.4285714285716
Audi,A3,2013,10,USED,Automatic,Front,Premium,1.8,4.0,6.7,148265.0,Brown,Grey,NSW,Hatchback,5.0,5.0,13999.0,1399.9
Hyundai,I30,2018,5,USED,Automatic,Front,Unleaded,1.6,4.0,7.1,83494.0,Black,Leather,NSW,Hatchback,4.0,5.0,27950.0,5590.0
Mazda,2,2012,11,USED,Automatic,Front,Unleaded,1.5,4.0,6.8,85492.0,Silver,,NSW,Hatchback,5.0,5.0,13990.0,1271.8181818181818
Volkswagen,Tiguan,2013,10,USED,Automatic,AWD,Premium,2.0,4.0,8.8,126408.0,Grey,Black,NSW,SUV,4.0,5.0,19999.0,1999.9
Renault,Trafic,2017,6,USED,Manual,Front,Diesel,1.6,4.0,6.2,173156.0,White,,NSW,Commercial,4.0,3.0,22950.0,3825.0
Peugeot,208,2013,10,USED,Manual,Front,Premium,1.6,4.0,5.9,78783.0,Grey,Black,NSW,Hatchback,3.0,5.0,14990.0,1499.0
Land,Rover,2020,3,USED,Automatic,AWD,Premium,2.0,4.0,8.1,26227.0,Black,,NSW,SUV,4.0,5.0,69800.0,23266.666666666668
Honda,HR-V,2017,6,USED,Automatic,Front,Unleaded,1.8,4.0,6.6,101821.0,Black,,NSW,SUV,4.0,5.0,20995.0,3499.1666666666665
Mitsubishi,Triton,2014,9,USED,Manual,4WD,Diesel,2.5,4.0,8.1,221872.0,White,,NSW,Ute / Tray,4.0,5.0,14413.0,1601.4444444444443
Nissan,Pulsar,2015,8,USED,Automatic,Front,Unleaded,1.8,4.0,6.7,90691.0,White,,NSW,Sedan,4.0,5.0,14776.0,1847.0
Mazda,6,2018,5,USED,Automatic,Front,Unleaded,2.5,4.0,7.0,24305.0,Blue,,NSW,Sedan,4.0,5.0,29990.0,5998.0
Audi,A4,2007,16,USED,Automatic,Front,Premium,2.0,4.0,8.3,168901.0,Silver,Black,NSW,Sedan,4.0,5.0,7950.0,496.875
Honda,Accord,2005,18,USED,Automatic,Front,Unleaded,2.4,4.0,9.3,167562.0,Gold,,NSW,Sedan,4.0,5.0,7949.0,441.6111111111111
Audi,SQ5,2016,7,USED,Automatic,AWD,Diesel,3.0,6.0,6.8,152995.0,Grey,,NSW,SUV,5.0,5.0,29999.0,4285.571428571428
Toyota,Corolla,2007,16,USED,Automatic,Front,Unleaded,1.8,4.0,7.4,236946.0,Silver,Cloth,NSW,Sedan,4.0,5.0,8880.0,555.0
Holden,Commodore,2011,12,USED,Automatic,Rear,Unleaded,3.6,6.0,9.8,183580.0,Silver,,NSW,Wagon,4.0,5.0,12990.0,1082.5
Mercedes-Benz,CLK-Class,2005,18,USED,Automatic,Other,Unleaded,,,,180499.0,Black,,NSW,Coupe,,,9999.0,555.5
Nissan,X-Trail,2015,8,USED,Automatic,Front,Diesel,1.6,4.0,5.3,124882.0,Red,Black,NSW,SUV,4.0,5.0,19888.0,2486.0
Mazda,6,2005,18,USED,Automatic,Front,Premium,2.3,4.0,8.9,247519.0,Gold,,NSW,Sedan,4.0,5.0,5950.0,330.55555555555554
Audi,Q3,2021,2,USED,Automatic,Front,Premium,1.4,4.0,7.2,9819.0,Blue,Black,NSW,SUV,4.0,5.0,51990.0,25995.0
Lexus,IS300,2004,19,USED,Automatic,Rear,Unleaded,3.0,6.0,10.5,124230.0,Black,,NSW,Sedan,4.0,5.0,16000.0,842.1052631578947
Mitsubishi,Triton,2020,3,USED,Automatic,Rear,Diesel,2.4,4.0,8.3,43839.0,White,Grey,NSW,Ute / Tray,2.0,2.0,33990.0,11330.0
Hyundai,I30,2012,11,USED,Automatic,Front,Unleaded,1.8,4.0,6.9,106286.0,Silver,,NSW,Hatchback,5.0,5.0,16990.0,1544.5454545454545
Mercedes-Benz,C-CLASS,2011,12,USED,Automatic,Other,Unleaded,,,,167420.0,Black,,NSW,Other,,,15999.0,1333.25
Toyota,Kluger,2018,5,USED,Automatic,Front,Unleaded,3.5,6.0,9.1,128601.0,White,,NSW,SUV,4.0,7.0,36888.0,7377.6
Subaru,Outback,2011,12,USED,Automatic,AWD,Premium,3.6,6.0,10.3,91016.0,Black,Black,NSW,SUV,4.0,5.0,16999.0,1416.5833333333333
Jaguar,XF,2014,9,USED,Automatic,Rear,Diesel,2.2,4.0,5.2,38821.0,Grey,,NSW,Sedan,4.0,5.0,29800.0,3311.1111111111113
Nissan,X-Trail,2015,8,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,94239.0,White,,NSW,SUV,4.0,7.0,22990.0,2873.75
Ford,Ranger,2013,10,USED,Manual,4WD,Diesel,3.2,5.0,9.4,167122.0,White,,NSW,Ute / Tray,4.0,5.0,23913.0,2391.3
Honda,Accord,2004,19,USED,Automatic,Front,Premium,2.4,4.0,9.4,207966.0,Silver,Black,NSW,Sedan,4.0,5.0,8990.0,473.1578947368421
Ford,Ranger,2017,6,USED,Manual,4WD,Diesel,3.2,5.0,8.3,108767.0,,,NSW,Ute / Tray,2.0,2.0,29999.0,4999.833333333333
Volkswagen,Polo,2015,8,USED,Automatic,Front,Premium,1.2,4.0,4.8,39578.0,White,Grey,NSW,Hatchback,5.0,5.0,16420.0,2052.5
Mazda,2,2015,8,USED,Automatic,Front,Unleaded,1.5,4.0,4.9,105633.0,Red,Grey,NSW,Hatchback,5.0,5.0,16990.0,2123.75
Nissan,Pulsar,2002,21,USED,Automatic,Front,Unleaded,1.8,4.0,8.0,169981.0,Blue,Black,NSW,Sedan,4.0,5.0,7880.0,375.23809523809524
Toyota,HiAce,2017,6,USED,Automatic,Other,,,,,91702.0,Black,Grey,NSW,Other,,,38999.0,6499.833333333333
Hyundai,Veloster,2015,8,USED,Automatic,Front,Unleaded,1.6,4.0,6.4,138263.0,White,Black,NSW,Hatchback,3.0,4.0,21995.0,2749.375
Toyota,Corolla,2006,17,USED,Automatic,Front,Unleaded,1.8,4.0,7.4,238016.0,Silver,Black,NSW,Hatchback,5.0,5.0,5999.0,352.88235294117646
Mercedes-Benz,B-Class,2013,10,USED,Automatic,Rear,Unleaded,,,,44441.0,White,,NSW,Hatchback,,,18990.0,1899.0
Audi,Q3,2014,9,USED,Automatic,AWD,Diesel,2.0,4.0,5.9,73021.0,White,Black Leather,NSW,SUV,4.0,5.0,27995.0,3110.5555555555557
Holden,Cruze,2010,13,USED,Automatic,Front,Diesel,2.0,4.0,6.9,106831.0,Silver,Black Leather,NSW,Sedan,4.0,5.0,8995.0,691.9230769230769
Hyundai,I30,2012,11,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,209552.0,Red,,NSW,Hatchback,5.0,5.0,7995.0,726.8181818181819
Mitsubishi,Outlander,2021,2,USED,Automatic,AWD,Unleaded,2.4,4.0,7.2,51311.0,Red,,NSW,SUV,4.0,5.0,30888.0,15444.0
Toyota,Yaris,2022,1,USED,Automatic,Front,Hybrid,1.5,3.0,3.3,17984.0,Brown,Black,NSW,Hatchback,5.0,5.0,39990.0,39990.0
Jeep,Grand,2014,9,USED,Automatic,4WD,Diesel,3.0,6.0,7.5,137763.0,Black,Black,NSW,SUV,4.0,5.0,24990.0,2776.6666666666665
Honda,CR-V,2022,1,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,21532.0,Grey,,NSW,SUV,4.0,5.0,39990.0,39990.0
Land,Rover,2015,8,USED,Automatic,4WD,Diesel,3.0,6.0,8.8,139968.0,Black,Black,NSW,SUV,4.0,7.0,54990.0,6873.75
MG,ZS,2022,1,DEMO,Automatic,Front,Unleaded,1.5,4.0,7.1,15.0,Blue,Knight Black Synthetic Leather,NSW,SUV,4.0,5.0,23690.0,23690.0
Mitsubishi,Triton,2015,8,USED,Manual,4WD,Diesel,2.4,4.0,7.2,154276.0,Silver,,NSW,Ute / Tray,4.0,5.0,28990.0,3623.75
Mercedes-Benz,E500,2009,14,USED,Automatic,Rear,Premium,5.5,8.0,11.0,98170.0,Black,Beige,NSW,Sedan,4.0,5.0,34990.0,2499.285714285714
Toyota,HiAce,2023,0,USED,Automatic,Rear,Diesel,,,,90.0,White,Black,NSW,Commercial,,,79800.0,79800.0
Kia,RIO,2013,10,USED,Manual,Front,Unleaded,1.4,4.0,5.7,131990.0,Silver,Grey,NSW,Hatchback,5.0,5.0,11490.0,1149.0
Toyota,Corolla,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,6.0,173605.0,White,,NSW,Hatchback,5.0,5.0,18995.0,4748.75
Toyota,HiAce,2017,6,USED,Automatic,Rear,Diesel,3.0,4.0,8.7,160331.0,White,Grey,NSW,Commercial,4.0,2.0,34995.0,5832.5
Holden,Commodore,2010,13,USED,Automatic,Rear,Unleaded,3.0,6.0,9.3,203500.0,White,,NSW,Wagon,4.0,5.0,7995.0,615.0
Toyota,Hilux,2018,5,USED,Automatic,4WD,Diesel,2.8,4.0,8.5,37726.0,White,,NSW,Ute / Tray,4.0,5.0,49913.0,9982.6
Mazda,3,2018,5,USED,Automatic,Front,Unleaded,2.5,4.0,6.1,50304.0,White,Black,NSW,Hatchback,5.0,5.0,23400.0,4680.0
BMW,M140I,2018,5,USED,Automatic,Rear,Premium,3.0,6.0,7.1,59223.0,White,Black,NSW,Hatchback,5.0,5.0,44990.0,8998.0
Hyundai,Accent,2013,10,USED,Automatic,Front,Unleaded,1.6,4.0,6.4,103629.0,Silver,Black,NSW,Sedan,4.0,5.0,12995.0,1299.5
Holden,Calais,2013,10,USED,Automatic,Rear,Unleaded,,,,224899.0,Silver,,NSW,Other,,,15800.0,1580.0
Jeep,Grand,2015,8,USED,Automatic,4WD,Diesel,3.0,6.0,7.5,92805.0,Red,,NSW,SUV,4.0,5.0,23913.0,2989.125
Mercedes-Benz,C200,2005,18,USED,Automatic,Rear,Unleaded,1.8,4.0,9.5,98800.0,Black,Black Leather,NSW,Sedan,4.0,5.0,9888.0,549.3333333333334
Holden,Commodore,2009,14,USED,Automatic,Rear,Unleaded,3.6,6.0,11.0,127994.0,Silver,Black,NSW,Wagon,4.0,5.0,13990.0,999.2857142857143
Subaru,Impreza,2015,8,USED,Automatic,AWD,Unleaded,2.0,4.0,6.8,171352.0,Black,Black,NSW,Hatchback,5.0,5.0,15999.0,1999.875
Mazda,BT-50,2015,8,USED,Automatic,4WD,Diesel,3.2,5.0,9.2,31931.0,White,,NSW,Ute / Tray,4.0,5.0,38800.0,4850.0
Suzuki,Swift,2011,12,USED,Automatic,Front,Unleaded,1.4,4.0,6.2,158817.0,Black,,NSW,Hatchback,5.0,5.0,11800.0,983.3333333333334
Volkswagen,Golf,2016,7,USED,Manual,Front,Premium,1.4,4.0,5.7,89757.0,Grey,Grey,NSW,Hatchback,5.0,5.0,16990.0,2427.1428571428573
Mitsubishi,Pajero,2017,6,USED,Automatic,Other,,,,,151105.0,Blue,Grey,NSW,Wagon,,,36999.0,6166.5
Mercedes-Benz,E250,2011,12,USED,Automatic,Rear,Premium,1.8,4.0,7.6,120209.0,Silver,Black,NSW,Sedan,4.0,5.0,18990.0,1582.5
Holden,Commodore,2011,12,USED,Automatic,Rear,Unleaded,3.0,6.0,8.9,174239.0,White,,NSW,Wagon,4.0,5.0,13800.0,1150.0
Toyota,Camry,2004,19,USED,Automatic,Front,Unleaded,2.4,4.0,9.5,95362.0,Gold,,NSW,Sedan,4.0,5.0,12995.0,683.9473684210526
Toyota,C-HR,2018,5,USED,Automatic,AWD,Premium,1.2,4.0,5.6,67615.0,,Black,NSW,SUV,4.0,5.0,32980.0,6596.0
Peugeot,308,2017,6,USED,Automatic,Front,Premium,1.2,3.0,5.1,41522.0,Red,Black,NSW,Hatchback,5.0,5.0,18777.0,3129.5
Audi,Q2,2018,5,USED,Automatic,Front,Premium,1.4,4.0,5.3,38238.0,Yellow,,NSW,SUV,4.0,5.0,35800.0,7160.0
Kia,Sorento,2018,5,USED,Automatic,AWD,Diesel,2.2,4.0,7.2,157465.0,White,,NSW,SUV,4.0,7.0,28950.0,5790.0
BMW,218I,2017,6,USED,Automatic,Front,Premium,1.5,3.0,5.2,44286.0,White,,NSW,Hatchback,4.0,5.0,26800.0,4466.666666666667
Hyundai,Tucson,2017,6,USED,Automatic,AWD,Diesel,2.0,4.0,6.8,116134.0,White,,NSW,SUV,4.0,5.0,28880.0,4813.333333333333
Nissan,Patrol,2007,16,USED,Manual,4WD,Diesel,3.0,4.0,10.8,165374.0,Blue,,NSW,SUV,4.0,7.0,32950.0,2059.375
Hyundai,I30,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,40178.0,White,Grey,NSW,Hatchback,4.0,5.0,26300.0,8766.666666666666
Honda,Accord,2010,13,USED,Automatic,Front,Premium,2.4,4.0,8.9,191701.0,Red,Black  Cloth,NSW,Sedan,4.0,5.0,10499.0,807.6153846153846
Mitsubishi,ASX,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,43534.0,White,,NSW,SUV,4.0,5.0,25990.0,6497.5
Nissan,Qashqai,2015,8,USED,Automatic,Front,Unleaded,2.0,4.0,6.9,77936.0,White,Black,NSW,SUV,4.0,5.0,23990.0,2998.75
Toyota,Landcruiser,2015,8,USED,Manual,4WD,Diesel,4.5,8.0,11.5,217658.0,White,,NSW,Ute / Tray,2.0,3.0,56913.0,7114.125
Volkswagen,Passat,2015,8,USED,Automatic,Front,Premium,1.8,4.0,6.0,49801.0,White,Black,NSW,Wagon,4.0,5.0,26990.0,3373.75
Subaru,Forester,2013,10,USED,Automatic,AWD,Unleaded,2.5,4.0,8.1,121608.0,Black,,NSW,SUV,4.0,5.0,16950.0,1695.0
Renault,Megane,2014,9,USED,Automatic,Front,Premium,1.2,4.0,5.6,112133.0,Black,Grey,NSW,Wagon,4.0,5.0,13999.0,1555.4444444444443
Renault,Trafic,2018,5,USED,Manual,Front,Diesel,1.6,4.0,6.2,153438.0,White,,NSW,Commercial,4.0,3.0,31950.0,6390.0
Toyota,Hilux,2013,10,USED,Manual,Rear,Unleaded,2.7,4.0,11.0,215189.0,White,,NSW,Ute / Tray,2.0,3.0,13995.0,1399.5
Holden,Cruze,2016,7,USED,Manual,Front,Unleaded,1.6,4.0,7.4,139558.0,Black,Black,NSW,Sedan,4.0,5.0,12990.0,1855.7142857142858
Rolls-Royce,Ghost,2011,12,USED,Automatic,Rear,Premium,6.6,12.0,13.6,45385.0,Silver,,NSW,Sedan,4.0,5.0,329990.0,27499.166666666668
Volkswagen,Crafter,2016,7,USED,Manual,Rear,Diesel,2.0,4.0,,265837.0,White,Grey,NSW,Commercial,3.0,2.0,25995.0,3713.5714285714284
Hyundai,I30,2010,13,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,186939.0,White,Grey,NSW,Hatchback,5.0,5.0,10995.0,845.7692307692307
BMW,3,2013,10,USED,Automatic,Rear,Unleaded,,,,149501.0,White,,NSW,Other,,,23990.0,2399.0
Kia,Cerato,2015,8,USED,Automatic,Front,Unleaded,1.8,4.0,7.1,103354.0,White,Black,NSW,Hatchback,5.0,5.0,15888.0,1986.0
Toyota,Tarago,2012,11,USED,Automatic,Front,Unleaded,2.4,4.0,8.9,115000.0,White,Grey,NSW,Wagon,4.0,8.0,22999.0,2090.818181818182
Toyota,Camry,2017,6,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,97480.0,,Car,NSW,Sedan,4.0,5.0,23999.0,3999.8333333333335
Toyota,Corolla,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,6.0,82020.0,White,Grey,NSW,Hatchback,5.0,5.0,29888.0,5977.6
